,5,10,15,20
CPU,66.78926110267639,121.86310124397278,190.87593293190002,254.486554145813
GPU,50.56535720825195,58.47612023353577,75.75719094276428,105.23418498039246
Default,50.988527059555054,60.18014216423035,78.7983570098877,102.3702232837677
